1.000000,0.000000
0.999013,0.000240
0.996057,0.000959
0.991144,0.002147
0.984292,0.003791
0.975528,0.005873
0.964888,0.008370
0.952414,0.011255
0.938153,0.014497
0.922164,0.018063
0.904508,0.021918
0.885257,0.026024
0.864484,0.030343
0.842274,0.034836
0.818712,0.039463
0.793893,0.044184
0.767913,0.048959
0.740877,0.053748
0.712890,0.058510
0.684062,0.063205
0.654508,0.067793
0.624345,0.072231
0.593691,0.076479
0.562667,0.080496
0.531395,0.084240
0.500000,0.087670
0.468605,0.090745
0.437333,0.093426
0.406309,0.095676
0.375655,0.097461
0.345492,0.098748
0.315938,0.099510
0.287110,0.099725
0.259123,0.099376
0.232087,0.098452
0.206107,0.096948
0.181288,0.094703
0.157726,0.091382
0.135516,0.087070
0.114743,0.081882
0.095492,0.075937
0.077836,0.069358
0.061847,0.062268
0.047586,0.054789
0.035112,0.047036
0.024472,0.039119
0.015708,0.031136
0.008856,0.023170
0.003943,0.015293
0.000987,0.007558
0.000000,0.000000
0.000987,-0.007164
0.003943,-0.013731
0.008856,-0.019706
0.015708,-0.025099
0.024472,-0.029930
0.035112,-0.034225
0.047586,-0.038019
0.061847,-0.041355
0.077836,-0.044282
0.095492,-0.046859
0.114743,-0.049151
0.135516,-0.051229
0.157726,-0.053169
0.181288,-0.055054
0.206107,-0.056950
0.232087,-0.058516
0.259123,-0.059594
0.287110,-0.060199
0.315938,-0.060350
0.345492,-0.060071
0.375655,-0.059389
0.406309,-0.058336
0.437333,-0.056946
0.468605,-0.055254
0.500000,-0.053295
0.531395,-0.051104
0.562667,-0.048717
0.593691,-0.046166
0.624345,-0.043485
0.654508,-0.040704
0.684062,-0.037850
0.712890,-0.034951
0.740877,-0.032032
0.767913,-0.029117
0.793893,-0.026228
0.818712,-0.023388
0.842274,-0.020618
0.864484,-0.017939
0.885257,-0.015372
0.904508,-0.012938
0.922164,-0.010658
0.938153,-0.008551
0.952414,-0.006638
0.964888,-0.004936
0.975528,-0.003464
0.984292,-0.002236
0.991144,-0.001266
0.996057,-0.000565
0.999013,-0.000142
1.000000,0.000000
